id,task_name,task_detail,task_assessment,task_behavior,task_feedback,task_duedate,created_at,updated_at,course_id,room_id,task_behavior_extra,average_score,task_assignment_other,task_alert
83,อ่านบทความ,สรุปและแสดงความคิดเห็นบทความ,แบบฝึกหัด,rating scale,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เขียนได้ชัดเจน"",""เขียนสั้นเกินไป""],""disadvantages"":[],""suggestion"":[]}",2018-08-28 08:01:00,2018-08-19 08:00:30.894249,2018-08-19 08:00:56.309399,54,77,"{""type"":""rating scale"",""score"":""8"",""data"":[{""value1"":""8"",""value2"":""""},{""value1"":""7"",""value2"":""""},{""value1"":""6"",""value2"":""""},{""value1"":""5"",""value2"":""""},{""value1"":""4"",""value2"":""""},{""value1"":""3"",""value2"":""""},{""value1"":""2"",""value2"":""""},{""value1"":""1"",""value2"":""""}]}",8,"",
85,เขียนความประทับใจแหล่งเรียนรู้,"",การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ดีมาก""],""disadvantages"":[""แก้ไขลายมือ""],""suggestion"":[""ส่งงานให้ตรงเวลา""]}",,2018-08-19 08:05:50.404343,2018-08-19 08:06:22.480994,50,38,"{""type"":""คะแนน (scoring)"",""score"":""10""}",10,"",
87,กิจกรรม1,การแบ่งเซลล์,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-08-17 17:00:00,2018-08-19 08:08:57.038734,2018-08-19 08:09:05.375622,47,37,"{""type"":""คะแนน (scoring)"",""score"":""5""}",4,"",2018-08-16 17:00:00
46,แบบฝึกหัดการเขียน1,"",การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เรียบร้อยดีมาก"",""งานเรียบร้อยดี""],""disadvantages"":[""เว้นวรรคตอนไม่ถูกหลายจุด"",""สะกดผิดหลายคำ"",""สะกดผิดบางคำ""],""suggestion"":[""ควรเปิดพจนานุกรมร่วมไปด้วยเมื่อไม่แน่ใจ"",""เขียนลายมือให้สวยๆ""]}",2018-08-26 07:09:00,2018-08-19 07:09:44.991927,2018-08-19 08:10:01.901699,49,79,"{""type"":""คะแนน (scoring)"",""score"":""10""}",10,"",
90,เซลล์,องค์ประกอบของเซลล์,แบบฝึกหัด,rating scale,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-09-01 05:00:00,2018-08-19 08:11:30.177664,2018-08-19 08:11:30.177664,84,101,"{""type"":""rating scale"",""score"":""3"",""data"":[{""value1"":""3"",""value2"":""ดีมาก""},{""value1"":""2"",""value2"":""ดี""},{""value1"":""1"",""value2"":""พอใช้""}]}",0,"",2018-08-31 07:09:00
65,ออกแบบผ่นพับ,ทำแผ่นพับวันแม่,การบ้าน,rating scale,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำถุกต้องตามตุดประสงค์ที่กำหนด""],""disadvantages"":[],""suggestion"":[""ออกแบบในรูปแบบการ์ดวันแม่""]}",2018-08-19 07:07:00,2018-08-19 07:10:26.539941,2018-08-19 08:15:32.361619,70,71,"{""type"":""rating scale"",""score"":""30"",""data"":[{""value1"":""21"",""value2"":""""},{""value1"":""20"",""value2"":""""},{""value1"":""19"",""value2"":""""},{""value1"":""18"",""value2"":""""},{""value1"":""17"",""value2"":""""},{""value1"":""16"",""value2"":""""},{""value1"":""15"",""value2"":""""},{""value1"":""14"",""value2"":""""},{""value1"":""13"",""value2"":""""},{""value1"":""12"",""value2"":""""},{""value1"":""11"",""value2"":""""},{""value1"":""10"",""value2"":""""},{""value1"":""9"",""value2"":""""},{""value1"":""8"",""value2"":""""},{""value1"":""7"",""value2"":""""},{""value1"":""6"",""value2"":""""},{""value1"":""5"",""value2"":""""},{""value1"":""4"",""value2"":""""},{""value1"":""3"",""value2"":""""},{""value1"":""2"",""value2"":""""},{""value1"":""10"",""value2"":""""},{""value1"":""9"",""value2"":""""},{""value1"":""8"",""value2"":""""},{""value1"":""7"",""value2"":""""},{""value1"":""6"",""value2"":""""},{""value1"":""5"",""value2"":""""},{""value1"":""4"",""value2"":""""},{""value1"":""3"",""value2"":""""},{""value1"":""2"",""value2"":""""},{""value1"":""1"",""value2"":""""}]}",4,"",2018-08-19 07:07:00
58,การอ่าน,"",การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เรียบร้อย ดีมาก""],""disadvantages"":[""แบ่งวรรคไม่ถูก"",""สะกดผิด""],""suggestion"":[""ควรเปิดพจนานุกรมไปด้วย"",""เขียนลายมือให้สวยกว่านี้""]}",2018-08-26 07:09:00,2018-08-19 07:10:04.71456,2018-08-19 08:13:26.321105,55,63,"{""type"":""คะแนน (scoring)"",""score"":""10""}",9,"",2018-08-26 07:10:00
92,ใบงาน4,"",โครงงาน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2018-08-19 08:13:27.889841,2018-08-19 08:16:04.685144,25,90,"{""type"":""คะแนน (scoring)"",""score"":""30""}",21,"",
88,กลางภาค,"",สอบกลางภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-08-27 08:10:00,2018-08-19 08:10:19.523255,2018-08-19 08:13:57.306798,25,90,"{""type"":""คะแนน (scoring)"",""score"":""20""}",12,"",2018-08-28 08:10:00
89,สอบ,"",สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2018-08-19 08:10:40.111848,2018-08-19 08:14:00.826688,25,90,"{""type"":""คะแนน (scoring)"",""score"":""20""}",14,"",
91,ใบงาน3,"",ทดสอบย่อย,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2018-08-19 08:11:55.292878,2018-08-19 08:14:04.473019,25,90,"{""type"":""คะแนน (scoring)"",""score"":""15""}",11,"",
93,สอบปากเปล่า,"",ทดสอบย่อย,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ตอบได้ถูกทุกข้อ""],""disadvantages"":[""ตอบไม่ถูกบางข้อ""],""suggestion"":[""อ่านหนังสือบ่อยๆ""]}",,2018-08-19 08:15:45.782759,2018-08-19 08:15:52.872901,65,40,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",
94,สอบ,"",สอบกลางภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2018-08-19 08:16:32.005438,2018-08-19 08:16:56.433326,65,40,"{""type"":""คะแนน (scoring)"",""score"":""40""}",34,"",
95,เซลล์,เซลล์,แบบฝึกหัด,rating scale,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-09-01 05:00:00,2018-08-19 08:20:18.554614,2018-08-19 08:20:18.554614,84,101,"{""type"":""rating scale"",""score"":""3"",""data"":[{""value1"":""3"",""value2"":""ดีมาก""},{""value1"":""2"",""value2"":""ดี""},{""value1"":""1"",""value2"":""พอใช้""}]}",0,"",2018-08-31 07:09:00
96,การบ้าน1,pkd,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2019-04-04 09:41:00,2019-04-18 09:45:50.155206,2019-04-18 09:45:50.155206,87,104,"{""type"":""คะแนน (scoring)"",""score"":""""}",0,"",2019-04-25 09:42:00
97,การแต่งโจทย์ปัญหา(การลบ),"",การบ้าน,checklist,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2019-07-15 08:00:00,2019-07-12 20:07:10.010086,2019-07-12 20:07:10.010086,89,106,"{""type"":""checklist"",""data"":[]}",0,"",
98,คะแนนสอบย่อย (expo & log),"",ทดสอบย่อย,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-16 00:26:56.224169,2019-07-16 00:26:56.224169,91,108,"{""type"":""คะแนน (scoring)"",""score"":""15""}",0,"",2019-07-16 00:26:00
100,POP UP,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""20"",""text"":""""},{""score"":""19"",""text"":""""},{""score"":""18"",""text"":""""},{""score"":""17"",""text"":""""},{""score"":""16"",""text"":""""},{""score"":""15"",""text"":""""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2019-06-27 16:42:00,2019-07-18 16:43:17.059965,2019-07-18 16:43:17.059965,92,109,"{""type"":""คะแนน (scoring)"",""score"":""20""}",0,"",
99,MY GREATS MONSTER ,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""20"",""text"":""""},{""score"":""19"",""text"":""""},{""score"":""18"",""text"":""""},{""score"":""17"",""text"":""""},{""score"":""16"",""text"":""""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2019-06-07 16:40:00,2019-07-18 16:41:20.935539,2019-07-18 16:44:35.775679,92,109,"{""type"":""คะแนน (scoring)"",""score"":""20""}",0,"",
101,PERSPECTIVE,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-18 16:45:05.807524,2019-07-18 16:45:05.807524,92,109,"{""type"":""คะแนน (scoring)"",""score"":""""}",0,"",
102,สอบแก้ครั้งที่ 1,ให้นักเรียนทำข้อสอบตามข้อที่ครูกำหนดให้ โดยแสดงวิธีทำให้ครบและถูกต้อง,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2562-07-20 17:00:00,2019-07-22 07:52:12.568005,2019-07-22 07:52:12.568005,93,113,"{""type"":""คะแนน (scoring)"",""score"":""5""}",0,"",2562-07-22 17:00:00
103,งานวรรณศิลป์ (กลุ่ม),"",กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-23 01:38:10.809379,2019-07-23 01:38:10.809379,94,114,"{""type"":""คะแนน (scoring)"",""score"":""5""}",0,"",
104,มองชีวิตพินิจผ่านภาพ,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-23 01:40:02.847132,2019-07-23 01:40:02.847132,94,114,"{""type"":""คะแนน (scoring)"",""score"":""5""}",0,"",
105,ทัศนาศิลาจารึก,"",กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-23 01:40:24.175117,2019-07-23 01:40:24.175117,94,114,"{""type"":""คะแนน (scoring)"",""score"":""2""}",0,"",
106,ข้อเท็จจริง ข้อคิดเห็น,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-23 01:40:50.100108,2019-07-23 01:40:50.100108,94,114,"{""type"":""คะแนน (scoring)"",""score"":""2""}",0,"",
107,แผนผังความคิด,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-23 01:42:32.042513,2019-07-23 01:42:32.042513,94,114,"{""type"":""คะแนน (scoring)"",""score"":""2""}",0,"",
108,บาลีและสันสกฤต,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-23 01:42:50.809207,2019-07-23 01:42:50.809207,94,114,"{""type"":""คะแนน (scoring)"",""score"":""2""}",0,"",
109,คำไทยแท้ หรรษาภาษาไทย,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-23 01:43:22.794854,2019-07-23 01:43:22.794854,94,114,"{""type"":""คะแนน (scoring)"",""score"":""2""}",0,"",
110,คะแนนสอบย่อยวรรณคดีไทย,"",ทดสอบย่อย,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-23 01:44:04.925293,2019-07-23 01:44:04.925293,94,114,"{""type"":""คะแนน (scoring)"",""score"":""10""}",0,"",
111,อ่านทำนองเสนาะ,"",ปฏิบัติการ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-07-23 01:44:38.365545,2019-07-23 01:44:38.365545,94,114,"{""type"":""คะแนน (scoring)"",""score"":""5""}",0,"",
114,mind map สรุปการสำรวจ,ส่งวันจันทร์ ที่ 9 กันยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-09-06 06:43:22.163754,2019-09-06 06:43:22.163754,108,131,"{""type"":""คะแนน (scoring)"",""score"":""""}",0,ชิ้นงาน,
112,A1-1 Mind map สรุปการอ่าน,"ท1.1 ป.1/3
Pref. = 1.1",อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""9-10"",""text"":""ดีมาก""},{""score"":""6-8"",""text"":""ดี""},{""score"":""4-5"",""text"":""พอใช้""},{""score"":""0-3"",""text"":""ควรปรับปรุง""}],""advantages"":[""กำหนดองค์ประกอบของ map ได้อย่างเป็นระบบ"",""จับใจความสำคัญของเรื่องได้ครบถ้วน"",""ตกแต่งสวยงาม""],""disadvantages"":[""วางองค์ประกอบของ map ไม่สวย"",""เก็บรายละเอียดจากเรื่องที่อ่านไม่ค่อยได้"",""ลายมือไม่สวย""],""suggestion"":[""ใช้ดินสอร่างโครงสร้างของ map ก่อน แล้วค่อยลงรายละเอียด"",""ฝึกการเขียนให้ลายมือสวยงามขึ้น""]}",2019-09-24 16:24:00,2019-09-02 16:38:30.684706,2019-09-03 00:54:40.645418,95,116,"{""type"":""คะแนน (scoring)"",""score"":""10""}",7,Mind map,2019-09-16 16:24:00
113,สอบปลายภาค,"",สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2019-09-06 00:52:00,2019-09-03 00:53:14.530416,2019-09-03 00:56:47.482336,95,116,"{""type"":""คะแนน (scoring)"",""score"":""20""}",15.5,"",2019-09-06 00:53:00
135,แผนผังความคิดเรื่องการอ่าน,ส่งวันที่ 9 กันยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบสวยงาม"",""ข้อมูลถูกต้อง"",""รูปแบบถูกต้อง""],""disadvantages"":[""ปรับปรุงลายมือ""],""suggestion"":[""ฝึกคัดลายมือทุกวัน""]}",2019-09-10 06:20:00,2019-09-06 06:52:11.987907,2019-09-06 07:28:46.139669,122,125,"{""type"":""คะแนน (scoring)"",""score"":""10""}",10,"",2019-09-09 06:20:00
151,ใบงาน My farm,ใช้ตอนสำรวจชุมชน,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปสวยงาม"",""ระบุสิ่งมีชีวิตได้ถูกต้องดีมาก""],""disadvantages"":[""รูปที่วาดดูยาก ลงสีไม่ถูกต้อง"",""ข้อมูลไม่ครบ""],""suggestion"":[""วาดภาพให้ดูง่ายขึ้น ลงสีให้ถูกต้อง"",""เพิ่มรายละเอียดของข้อมูลให้ครบถ้วน""]}",2019-09-16 06:56:00,2019-09-06 06:56:47.484883,2019-09-06 07:22:38.79273,115,141,"{""type"":""คะแนน (scoring)"",""score"":""10 คะแนน""}",7,"",2019-09-13 06:56:00
116,mind map แผนที่ชุมชน,กำหนดส่งวันที่ 10 กันยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เนื้อหาดี มีรายละเอียดครบถ้วน"",""มีความคิดสร้างสรรค์ สวยงาม ""],""disadvantages"":[""ปรับปรุงลายมือให้ดีขึ้น"",""องค์ประกอบของแผนผังยังไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้น"",""ใส่รายละเอียด ข้อความสำคัญให้ครบถ้วน""]}",2019-09-10 06:44:00,2019-09-06 06:45:16.569386,2019-09-06 07:22:40.758906,116,138,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,ชิ้นงาน,2019-09-09 06:51:00
122,วาดรูปเรียนรู้นอกห้องเรียน,ส่งวันจันที่9 กันยายน 2562,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปออกแบบได้สวยงามมีรายละเอียดครบถ้วน"",""มีรายละเอียดครบถ้วน"",""ปรับปรุงลายมือให้สวยงามขึ้น""],""disadvantages"":[""พัฒนาลายมือให้สวยขึ้นและเขียนให้เป็นระเบียบ"",""ใส่องค์ประกอบของภาพให้ครบถ้วนตามเรื่องที่อ่าน"",""ระบายสีไปทางเดียวกัน"",""ควรทำงานให้สะอาดกว่านี้""],""suggestion"":[]}",2019-09-09 04:00:00,2019-09-06 06:51:37.832919,2019-09-06 07:22:48.012716,123,133,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-08 06:51:00
125,Mind Map การลงพื้นที่ชุมชน,ส่งวันที่ 9 กันยายน 25562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ลายมือสวย"",""ชิ้นงานมีความสมบูรณ์"",""ออกแบบสวยงาม""],""disadvantages"":[""ลายมือยังไม่สวย"",""องค์ประกอบของแผนภาพไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้นและเขียนให้เป็นระเบียบ"",""ใส่องค์ประกอบของแผนภาพให้ครบถ้วน""]}",2019-09-09 01:00:00,2019-09-06 06:51:39.305041,2019-09-06 07:23:13.119534,103,122,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,ชิ้นงาน,2019-09-08 01:00:00
129,mind map สรุปการสำรวจพื้นที่,"",อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาย"",""มีรายละเอียดครบถ้วน"",""ชิ้นงานมีความสมบูรณ์""],""disadvantages"":[""ลายมือยังไม่สวย"",""องค์ประกอบของแผนภาพยังไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้นและเขียนให้เป็นระเบียบ"",""ใส่องค์ประกอบของแผนภาพให้ครบถ้วน""]}",2019-09-09 01:00:00,2019-09-06 06:51:41.686435,2019-09-06 07:29:42.671947,108,131,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,ชิ้นงาน,2019-09-08 01:00:00
120,Mind map สรุปผลที่ได้จากการฝึกสมาธิด้านจิตตปัญญา,ส่งงานวัน  ที่  10 กันยายน  2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำงานได้ดีมาก"",""ออกแบบได้สวยงาม""],""disadvantages"":[""ลายมือให้สวยงามกว่านี้"",""รายละเอียดของภาพไม่สมบูรณ์""],""suggestion"":[""ควรเพิ่มสีสันของงาน"",""พัฒนาลายมือให้สวยขึ้นและเขียนให้เป็นระเบียบ""]}",2019-09-10 02:00:00,2019-09-06 06:49:58.899808,2019-09-06 07:41:54.635534,101,119,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,ชิ้นงาน,2019-09-09 02:30:00
133,Mindmap สรุปการอ่าน,ส่งในวันจันทรี่ที่ 9   กันยายน,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""มีรายละเอียดครบถ้วน"",""ชิ้นงานมีความสมบุรณ์""],""disadvantages"":[""ลายมือยังไม่สวย"",""องค์ประกอบของแผนภาพยังไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้นและเขียนให้เป็นระเบียบ"",""ใส่องค์ประกอบของแผนภาพให้ครบถ้วนตามเรื่องที่อ่าน""]}",2019-09-09 01:00:00,2019-09-06 06:52:00.854938,2019-09-06 07:22:35.502512,110,129,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,ชิ้นงาน,2019-09-08 01:00:00
118,Mind map สรุปการอ่าน,ส่งวันจันทร์ที่ 9 กันยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""มีรายละเอียดครบถ้วน"",""ชิ้นงานมีความสมบูรณ์""],""disadvantages"":[""ลายมือยังไมสวย"",""องค์ประกอบของแผนภาพยังไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้น และเขียนให้เป็นระเบียบ"",""ใส่องค์ประกอบของแผนภาพให้ครบ""]}",2019-09-09 01:00:00,2019-09-06 06:47:59.253684,2019-09-06 07:23:05.063074,104,140,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,ชิ้นงาน,2019-09-08 01:00:00
