id,room_name,room_detail,room_pin,created_at,updated_at,course_id,ratio_score,ratio_grade,point_attr
57,ม.3/1,"",79d033,2018-08-19 07:00:06.835372,2018-08-19 08:07:58.988925,46,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""20"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""80"",""type"":""saving"",""childs"":[{""text"":""การบ้าน/ปฏิบัติการ"",""score"":""100"",""id"":75}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""85"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""7"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""80"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""6"",""rightoper"":""<"",""rightnum"":""85"",""rightnumindex"":""1""},{""leftnum"":""75"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""2""},{""leftnum"":""70"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""3""},{""leftnum"":""65"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""4""},{""leftnum"":""60"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",10
160,ป.6/2,"",6e408e,2019-09-06 07:01:34.772744,2019-09-06 07:01:34.772744,147,,,0
71,ม.1/4,"",912bb5,2018-08-19 07:00:18.458187,2018-08-19 08:14:23.283253,70,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""40"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""60"",""type"":""saving"",""childs"":[{""text"":""ออกแบบผ่นพับ/การบ้าน"",""score"":""100"",""id"":65}]}}]}","{""choice"":""2"",""blocks"":[{""leftnum"":""85"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""A"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""80"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""B+"",""rightoper"":""<"",""rightnum"":""85"",""rightnumindex"":""1""},{""leftnum"":""75"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""B"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""2""},{""leftnum"":""70"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""C+"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""3""},{""leftnum"":""65"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""C"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""4""},{""leftnum"":""60"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""D+"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""D"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""F"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",10
136,ป.4,จำนวนนักเรียน 10 คน,3dc6fc,2019-09-06 06:38:53.954691,2019-09-06 07:08:07.729555,114,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""20"",""type"":""exam"",""childs"":[{""text"":""Final Exam/สอบปลายภาค"",""score"":"""",""id"":182}]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""80"",""type"":""saving"",""childs"":[{""text"":""ประวัติส่วนตัว (รู้จักตนเอง)/อื่นๆ"",""score"":""50"",""id"":124},{""text"":""ใบงาน My Hometown/การบ้าน"",""score"":""50"",""id"":150}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",2
52,ม.2/7,"",3e510d,2018-08-19 07:00:01.161886,2018-08-19 07:15:50.154941,39,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""แบบฝึกหัดที่ 1/การบ้าน"",""score"":""100"",""id"":50}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""79"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""76"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""79"",""rightnumindex"":""1""},{""leftnum"":""69"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""76"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""69"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""56"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""56"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",10
126,ม.3,จำนวนนักเรียน 23 คน,b633cc,2019-09-06 06:38:45.906245,2019-09-06 07:08:48.355528,100,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""20"",""type"":""exam"",""childs"":[{""text"":""สอบปรายภาค/สอบปลายภาค"",""score"":""100"",""id"":167}]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""80"",""type"":""saving"",""childs"":[{""text"":""ใบงาน/กิจกรรมชั้นเรียน"",""score"":""50"",""id"":144}]}}]}","{""choice"":""2"",""blocks"":[{""leftnum"":""85"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""80"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""85"",""rightnumindex"":""1""},{""leftnum"":""75"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""2""},{""leftnum"":""70"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""3""},{""leftnum"":""65"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""4""},{""leftnum"":""60"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",40
153,ป.6,ทำงานได้ถูกต้อง เรียบร้อยสวยงาม,1c3e78,2019-09-06 06:50:23.152799,2019-09-06 07:08:55.337985,141,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",2
142,ป.2,จำนวนนักเรียน,7882b2,2019-09-06 06:39:02.677222,2019-09-06 07:30:31.246272,118,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[{""text"":""สอบปลายภาค /สอบปลายภาค"",""score"":""100"",""id"":186}]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""mind map สรุปการอ่าน/กิจกรรมชั้นเรียน"",""score"":""50"",""id"":134},{""text"":""Myfarm/การบ้าน"",""score"":""50"",""id"":154}]}}]}","{""choice"":""2"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",5
163,ป.6/2,ชั้นเรียนประถมศึกษาปีที่ 6 ห้องที่ 1 ครูประจำชั้น นางสาวสุนทรี โกวิทพิทยาการ นายชัยยงค์  ชูนวล,c022b4,2019-09-06 07:31:57.533546,2019-09-06 07:31:57.533546,138,,,0
151,ป.2,นักเรียน 15 คน,42aea5,2019-09-06 06:44:36.625883,2019-09-06 07:32:54.170154,139,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[{""text"":""สอบปลายภาค/สอบปลายภาค"",""score"":""30"",""id"":193}]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""แบบบันทึกการสำรวจพืชในชุมชน/ปฏิบัติการ"",""score"":""70"",""id"":184}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""79"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""79"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",0
39,ม.1/1,"",ca6692,2018-08-19 06:58:53.720179,2018-08-19 07:16:46.368096,44,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""20"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""80"",""type"":""saving"",""childs"":[{""text"":""ทัศนียภาพ/ปฏิบัติการ"",""score"":""100"",""id"":73}]}}]}","{""choice"":""2"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0-49"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",5
95,m5/4,"",4f60ca,2018-08-19 07:02:46.467062,2018-08-19 07:16:49.047191,61,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""แบบฝึกหัด/แบบฝึกหัด"",""score"":"""",""id"":42},{""text"":""แบบฝึกหัด/แบบฝึกหัด"",""score"":"""",""id"":78}]}}]}","{""choice"":""1"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""A"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""70"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""B"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""60"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""C"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""2""},{""leftnum"":""50"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""D"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""3""},{""leftnum"":""0"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""F"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""4""}]}",0
148,ป1,จำนวนนักเรียน 15 คน,bb0ac7,2019-09-06 06:41:05.082212,2019-09-06 07:09:24.951045,129,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[{""text"":""สอบปลายภาค/สอบปลายภาค"",""score"":""50"",""id"":180}]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""ใบงานสำรวจชุมชน/แบบฝึกหัด"",""score"":""50"",""id"":153}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",2
53,ม.3,"",9c855a,2018-08-19 07:00:01.901148,2018-08-19 07:17:20.436649,63,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""การทดลองเรื่องไฟฟ้า/กิจกรรมกลุ่ม"",""score"":""100"",""id"":52}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""74"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""69"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""74"",""rightnumindex"":""2""},{""leftnum"":""64"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""69"",""rightnumindex"":""3""},{""leftnum"":""59"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""64"",""rightnumindex"":""4""},{""leftnum"":""54"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""59"",""rightnumindex"":""5""},{""leftnum"":""49"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""54"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""49"",""rightnumindex"":""7""}]}",10
96,ม.2/5,"",0971e2,2018-08-19 07:02:47.828405,2018-08-19 07:17:26.006229,80,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""20"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""80"",""type"":""saving"",""childs"":[]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""85"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""7"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""80"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""6"",""rightoper"":""<"",""rightnum"":""85"",""rightnumindex"":""1""},{""leftnum"":""75"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""2""},{""leftnum"":""70"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""3""},{""leftnum"":""65"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""4""},{""leftnum"":""60"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""5""},{""leftnum"":"""",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""6""},{""leftnum"":""0-49"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":"""",""rightnumindex"":""7""}]}",10
64,5/1,"",f0e9a3,2018-08-19 07:00:11.497756,2018-08-19 07:18:17.789249,42,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""ใบงานที่ 1 การเงิน/กิจกรรมชั้นเรียน"",""score"":""10"",""id"":80}]}}]}","{""choice"":""2"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",10
58,5/1,"",488847,2018-08-19 07:00:07.004953,2018-08-19 07:18:19.531943,41,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""20"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""80"",""type"":""saving"",""childs"":[{""text"":""แบบฝึกหัด/การบ้าน"",""score"":"""",""id"":37}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",0
